Instrument Token,Exchange Token,Trading Symbol,Name,Last Price,Expiry,Strike,Tick Size,Lot Size,Instrument Type,Segment,Exchange,Expiry Date
10889986,42539,NIFTY25O1422950CE,"NIFTY",0,2025-10-14,22950,0.05,75,CE,NFO-OPT,NFO,2025-10-14
10919170,42653,NIFTY25O1424700CE,"NIFTY",0,2025-10-14,24700,0.05,75,CE,NFO-OPT,NFO,2025-10-14
13607170,53153,BANKNIFTY25OCT57900PE,"BANKNIFTY",0,2025-10-28,57900,0.05,35,PE,NFO-OPT,NFO,2025-10-28
13537026,52879,BANKNIFTY25OCT49000PE,"BANKNIFTY",0,2025-10-28,49000,0.05,35,PE,NFO-OPT,NFO,2025-10-28
10949122,42770,NIFTY25O1426700PE,"NIFTY",0,2025-10-14,26700,0.05,75,PE,NFO-OPT,NFO,2025-10-14
10928898,42691,NIFTY25O1425250CE,"NIFTY",0,2025-10-14,25250,0.05,75,CE,NFO-OPT,NFO,2025-10-14
13575426,53029,BANKNIFTY25OCT54500CE,"BANKNIFTY",0,2025-10-28,54500,0.05,35,CE,NFO-OPT,NFO,2025-10-28
15114242,59040,NIFTY25OCT26300PE,"NIFTY",0,2025-10-28,26300,0.05,75,PE,NFO-OPT,NFO,2025-10-28
13603074,53137,BANKNIFTY25OCT57400PE,"BANKNIFTY",0,2025-10-28,57400,0.05,35,PE,NFO-OPT,NFO,2025-10-28
10924290,42673,NIFTY25O1425000CE,"NIFTY",0,2025-10-14,25000,0.05,75,CE,NFO-OPT,NFO,2025-10-14
10904578,42596,NIFTY25O1423700PE,"NIFTY",0,2025-10-14,23700,0.05,75,PE,NFO-OPT,NFO,2025-10-14
13613826,53179,BANKNIFTY25OCT58400CE,"BANKNIFTY",0,2025-10-28,58400,0.05,35,CE,NFO-OPT,NFO,2025-10-28
15040770,58753,NIFTY25OCT23600PE,"NIFTY",0,2025-10-28,23600,0.05,75,PE,NFO-OPT,NFO,2025-10-28
15037954,58742,NIFTY25OCT23400CE,"NIFTY",0,2025-10-28,23400,0.05,75,CE,NFO-OPT,NFO,2025-10-28
13536770,52878,BANKNIFTY25OCT49000CE,"BANKNIFTY",0,2025-10-28,49000,0.05,35,CE,NFO-OPT,NFO,2025-10-28
15041794,58757,NIFTY25OCT23700PE,"NIFTY",0,2025-10-28,23700,0.05,75,PE,NFO-OPT,NFO,2025-10-28
13560322,52970,BANKNIFTY25OCT52800CE,"BANKNIFTY",0,2025-10-28,52800,0.05,35,CE,NFO-OPT,NFO,2025-10-28
15078402,58900,NIFTY25OCT24850PE,"NIFTY",0,2025-10-28,24850,0.05,75,PE,NFO-OPT,NFO,2025-10-28
15132162,59110,NIFTY25OCT26950PE,"NIFTY",0,2025-10-28,26950,0.05,75,PE,NFO-OPT,NFO,2025-10-28
13597442,53115,BANKNIFTY25OCT56700PE,"BANKNIFTY",0,2025-10-28,56700,0.05,35,PE,NFO-OPT,NFO,2025-10-28
10936834,42722,NIFTY25O1425800PE,"NIFTY",0,2025-10-14,25800,0.05,75,PE,NFO-OPT,NFO,2025-10-14
15114754,59042,NIFTY25OCT26350PE,"NIFTY",0,2025-10-28,26350,0.05,75,PE,NFO-OPT,NFO,2025-10-28
10892802,42550,NIFTY25O1423150CE,"NIFTY",0,2025-10-14,23150,0.05,75,CE,NFO-OPT,NFO,2025-10-14
13745666,53694,BANKNIFTY25OCT59700PE,"BANKNIFTY",0,2025-10-28,59700,0.05,35,PE,NFO-OPT,NFO,2025-10-28
13560066,52969,BANKNIFTY25OCT52700PE,"BANKNIFTY",0,2025-10-28,52700,0.05,35,PE,NFO-OPT,NFO,2025-10-28
15039490,58748,NIFTY25OCT23550CE,"NIFTY",0,2025-10-28,23550,0.05,75,CE,NFO-OPT,NFO,2025-10-28
15044354,58767,NIFTY25OCT23950PE,"NIFTY",0,2025-10-28,23950,0.05,75,PE,NFO-OPT,NFO,2025-10-28
13540098,52891,BANKNIFTY25OCT49400PE,"BANKNIFTY",0,2025-10-28,49400,0.05,35,PE,NFO-OPT,NFO,2025-10-28
10937346,42724,NIFTY25O1425850PE,"NIFTY",0,2025-10-14,25850,0.05,75,PE,NFO-OPT,NFO,2025-10-14
13576962,53035,BANKNIFTY25OCT54600CE,"BANKNIFTY",0,2025-10-28,54600,0.05,35,CE,NFO-OPT,NFO,2025-10-28
10941442,42740,NIFTY25O1426100PE,"NIFTY",0,2025-10-14,26100,0.05,75,PE,NFO-OPT,NFO,2025-10-14
13937922,54445,BANKNIFTY25OCT63000CE,"BANKNIFTY",0,2025-10-28,63000,0.05,35,CE,NFO-OPT,NFO,2025-10-28
13569794,53007,BANKNIFTY25OCT54100CE,"BANKNIFTY",0,2025-10-28,54100,0.05,35,CE,NFO-OPT,NFO,2025-10-28
10908674,42612,NIFTY25O1424000PE,"NIFTY",0,2025-10-14,24000,0.05,75,PE,NFO-OPT,NFO,2025-10-14
10909442,42615,NIFTY25O1424100CE,"NIFTY",0,2025-10-14,24100,0.05,75,CE,NFO-OPT,NFO,2025-10-14
13570050,53008,BANKNIFTY25OCT54100PE,"BANKNIFTY",0,2025-10-28,54100,0.05,35,PE,NFO-OPT,NFO,2025-10-28
15041282,58755,NIFTY25OCT23650PE,"NIFTY",0,2025-10-28,23650,0.05,75,PE,NFO-OPT,NFO,2025-10-28
15084034,58922,NIFTY25OCT25100PE,"NIFTY",0,2025-10-28,25100,0.05,75,PE,NFO-OPT,NFO,2025-10-28
10891266,42544,NIFTY25O1423050PE,"NIFTY",0,2025-10-14,23050,0.05,75,PE,NFO-OPT,NFO,2025-10-14
15132930,59113,NIFTY25OCT27050CE,"NIFTY",0,2025-10-28,27050,0.05,75,CE,NFO-OPT,NFO,2025-10-28
10903042,42590,NIFTY25O1423600PE,"NIFTY",0,2025-10-14,23600,0.05,75,PE,NFO-OPT,NFO,2025-10-14
13784322,53845,BANKNIFTY25OCT61000PE,"BANKNIFTY",0,2025-10-28,61000,0.05,35,PE,NFO-OPT,NFO,2025-10-28
13557506,52959,BANKNIFTY25OCT52200PE,"BANKNIFTY",0,2025-10-28,52200,0.05,35,PE,NFO-OPT,NFO,2025-10-28
10952962,42785,NIFTY25O1427050CE,"NIFTY",0,2025-10-14,27050,0.05,75,CE,NFO-OPT,NFO,2025-10-14
10939650,42733,NIFTY25O1426000CE,"NIFTY",0,2025-10-14,26000,0.05,75,CE,NFO-OPT,NFO,2025-10-14
13611010,53168,BANKNIFTY25OCT58200PE,"BANKNIFTY",0,2025-10-28,58200,0.05,35,PE,NFO-OPT,NFO,2025-10-28
15106562,59010,NIFTY25OCT26050CE,"NIFTY",0,2025-10-28,26050,0.05,75,CE,NFO-OPT,NFO,2025-10-28
13601026,53129,BANKNIFTY25OCT57300PE,"BANKNIFTY",0,2025-10-28,57300,0.05,35,PE,NFO-OPT,NFO,2025-10-28
13552642,52940,BANKNIFTY25OCT51400CE,"BANKNIFTY",0,2025-10-28,51400,0.05,35,CE,NFO-OPT,NFO,2025-10-28
15036162,58735,NIFTY25OCT23200PE,"NIFTY",0,2025-10-28,23200,0.05,75,PE,NFO-OPT,NFO,2025-10-28
10901250,42583,NIFTY25O1423450CE,"NIFTY",0,2025-10-14,23450,0.05,75,CE,NFO-OPT,NFO,2025-10-14
15114498,59041,NIFTY25OCT26350CE,"NIFTY",0,2025-10-28,26350,0.05,75,CE,NFO-OPT,NFO,2025-10-28
15039746,58749,NIFTY25OCT23550PE,"NIFTY",0,2025-10-28,23550,0.05,75,PE,NFO-OPT,NFO,2025-10-28
13593090,53098,BANKNIFTY25OCT56000CE,"BANKNIFTY",0,2025-10-28,56000,0.05,35,CE,NFO-OPT,NFO,2025-10-28
13591554,53092,BANKNIFTY25OCT55700CE,"BANKNIFTY",0,2025-10-28,55700,0.05,35,CE,NFO-OPT,NFO,2025-10-28
10952450,42783,NIFTY25O1427000CE,"NIFTY",0,2025-10-14,27000,0.05,75,CE,NFO-OPT,NFO,2025-10-14
13605634,53147,BANKNIFTY25OCT57800PE,"BANKNIFTY",0,2025-10-28,57800,0.05,35,PE,NFO-OPT,NFO,2025-10-28
10929410,42693,NIFTY25O1425300CE,"NIFTY",0,2025-10-14,25300,0.05,75,CE,NFO-OPT,NFO,2025-10-14
15105026,59004,NIFTY25OCT26000CE,"NIFTY",0,2025-10-28,26000,0.05,75,CE,NFO-OPT,NFO,2025-10-28
13783298,53841,BANKNIFTY25OCT60900PE,"BANKNIFTY",0,2025-10-28,60900,0.05,35,PE,NFO-OPT,NFO,2025-10-28
10939906,42734,NIFTY25O1426000PE,"NIFTY",0,2025-10-14,26000,0.05,75,PE,NFO-OPT,NFO,2025-10-14
13591042,53090,BANKNIFTY25OCT55600CE,"BANKNIFTY",0,2025-10-28,55600,0.05,35,CE,NFO-OPT,NFO,2025-10-28
10932482,42705,NIFTY25O1425450CE,"NIFTY",0,2025-10-14,25450,0.05,75,CE,NFO-OPT,NFO,2025-10-14
15090946,58949,NIFTY25OCT25550PE,"NIFTY",0,2025-10-28,25550,0.05,75,PE,NFO-OPT,NFO,2025-10-28
10909954,42617,NIFTY25O1424150CE,"NIFTY",0,2025-10-14,24150,0.05,75,CE,NFO-OPT,NFO,2025-10-14
13559042,52965,BANKNIFTY25OCT52500PE,"BANKNIFTY",0,2025-10-28,52500,0.05,35,PE,NFO-OPT,NFO,2025-10-28
13593858,53101,BANKNIFTY25OCT56100PE,"BANKNIFTY",0,2025-10-28,56100,0.05,35,PE,NFO-OPT,NFO,2025-10-28
10893826,42554,NIFTY25O1423200CE,"NIFTY",0,2025-10-14,23200,0.05,75,CE,NFO-OPT,NFO,2025-10-14
13520898,52816,BANKNIFTY25OCT47000CE,"BANKNIFTY",0,2025-10-28,47000,0.05,35,CE,NFO-OPT,NFO,2025-10-28
13586434,53072,BANKNIFTY25OCT54800CE,"BANKNIFTY",0,2025-10-28,54800,0.05,35,CE,NFO-OPT,NFO,2025-10-28
15127554,59092,NIFTY25OCT26650CE,"NIFTY",0,2025-10-28,26650,0.05,75,CE,NFO-OPT,NFO,2025-10-28
10889730,42538,NIFTY25O1422900PE,"NIFTY",0,2025-10-14,22900,0.05,75,PE,NFO-OPT,NFO,2025-10-14
13596930,53113,BANKNIFTY25OCT56600PE,"BANKNIFTY",0,2025-10-28,56600,0.05,35,PE,NFO-OPT,NFO,2025-10-28
13553154,52942,BANKNIFTY25OCT51500CE,"BANKNIFTY",0,2025-10-28,51500,0.05,35,CE,NFO-OPT,NFO,2025-10-28
13604354,53142,BANKNIFTY25OCT57600CE,"BANKNIFTY",0,2025-10-28,57600,0.05,35,CE,NFO-OPT,NFO,2025-10-28
15031042,58715,NIFTY25OCT22900CE,"NIFTY",0,2025-10-28,22900,0.05,75,CE,NFO-OPT,NFO,2025-10-28
10950146,42774,NIFTY25O1426800PE,"NIFTY",0,2025-10-14,26800,0.05,75,PE,NFO-OPT,NFO,2025-10-14
10946562,42760,NIFTY25O1426500PE,"NIFTY",0,2025-10-14,26500,0.05,75,PE,NFO-OPT,NFO,2025-10-14
13613570,53178,BANKNIFTY25OCT58300PE,"BANKNIFTY",0,2025-10-28,58300,0.05,35,PE,NFO-OPT,NFO,2025-10-28
13590786,53089,BANKNIFTY25OCT55500PE,"BANKNIFTY",0,2025-10-28,55500,0.05,35,PE,NFO-OPT,NFO,2025-10-28
13514754,52792,BANKNIFTY25OCT46500CE,"BANKNIFTY",0,2025-10-28,46500,0.05,35,CE,NFO-OPT,NFO,2025-10-28
10952706,42784,NIFTY25O1427000PE,"NIFTY",0,2025-10-14,27000,0.05,75,PE,NFO-OPT,NFO,2025-10-14
10927362,42685,NIFTY25O1425150CE,"NIFTY",0,2025-10-14,25150,0.05,75,CE,NFO-OPT,NFO,2025-10-14
10912514,42627,NIFTY25O1424250CE,"NIFTY",0,2025-10-14,24250,0.05,75,CE,NFO-OPT,NFO,2025-10-14
10892546,42549,NIFTY25O1423100PE,"NIFTY",0,2025-10-14,23100,0.05,75,PE,NFO-OPT,NFO,2025-10-14
13826306,54009,BANKNIFTY25OCT61500PE,"BANKNIFTY",0,2025-10-28,61500,0.05,35,PE,NFO-OPT,NFO,2025-10-28
13569538,53006,BANKNIFTY25OCT54000PE,"BANKNIFTY",0,2025-10-28,54000,0.05,35,PE,NFO-OPT,NFO,2025-10-28
13590530,53088,BANKNIFTY25OCT55500CE,"BANKNIFTY",0,2025-10-28,55500,0.05,35,CE,NFO-OPT,NFO,2025-10-28
10953474,42787,NIFTY25O1427100CE,"NIFTY",0,2025-10-14,27100,0.05,75,CE,NFO-OPT,NFO,2025-10-14
13560578,52971,BANKNIFTY25OCT52800PE,"BANKNIFTY",0,2025-10-28,52800,0.05,35,PE,NFO-OPT,NFO,2025-10-28
15130626,59104,NIFTY25OCT26800PE,"NIFTY",0,2025-10-28,26800,0.05,75,PE,NFO-OPT,NFO,2025-10-28
10923010,42668,NIFTY25O1424850PE,"NIFTY",0,2025-10-14,24850,0.05,75,PE,NFO-OPT,NFO,2025-10-14
13769474,53787,BANKNIFTY25OCT60500CE,"BANKNIFTY",0,2025-10-28,60500,0.05,35,CE,NFO-OPT,NFO,2025-10-28
10888962,42535,NIFTY25O1422850CE,"NIFTY",0,2025-10-14,22850,0.05,75,CE,NFO-OPT,NFO,2025-10-14
13752834,53722,BANKNIFTY25OCT60000CE,"BANKNIFTY",0,2025-10-28,60000,0.05,35,CE,NFO-OPT,NFO,2025-10-28
10925826,42679,NIFTY25O1425100CE,"NIFTY",0,2025-10-14,25100,0.05,75,CE,NFO-OPT,NFO,2025-10-14
15134210,59118,NIFTY25OCT27150PE,"NIFTY",0,2025-10-28,27150,0.05,75,PE,NFO-OPT,NFO,2025-10-28
13515010,52793,BANKNIFTY25OCT46500PE,"BANKNIFTY",0,2025-10-28,46500,0.05,35,PE,NFO-OPT,NFO,2025-10-28
13595394,53107,BANKNIFTY25OCT56300PE,"BANKNIFTY",0,2025-10-28,56300,0.05,35,PE,NFO-OPT,NFO,2025-10-28
10938882,42730,NIFTY25O1425900PE,"NIFTY",0,2025-10-14,25900,0.05,75,PE,NFO-OPT,NFO,2025-10-14
13548290,52923,BANKNIFTY25OCT50600PE,"BANKNIFTY",0,2025-10-28,50600,0.05,35,PE,NFO-OPT,NFO,2025-10-28
13543938,52906,BANKNIFTY25OCT49900CE,"BANKNIFTY",0,2025-10-28,49900,0.05,35,CE,NFO-OPT,NFO,2025-10-28
13604610,53143,BANKNIFTY25OCT57600PE,"BANKNIFTY",0,2025-10-28,57600,0.05,35,PE,NFO-OPT,NFO,2025-10-28
13547010,52918,BANKNIFTY25OCT50400CE,"BANKNIFTY",0,2025-10-28,50400,0.05,35,CE,NFO-OPT,NFO,2025-10-28
10909186,42614,NIFTY25O1424050PE,"NIFTY",0,2025-10-14,24050,0.05,75,PE,NFO-OPT,NFO,2025-10-14
15045378,58771,NIFTY25OCT24050PE,"NIFTY",0,2025-10-28,24050,0.05,75,PE,NFO-OPT,NFO,2025-10-28
10912770,42628,NIFTY25O1424250PE,"NIFTY",0,2025-10-14,24250,0.05,75,PE,NFO-OPT,NFO,2025-10-14
13793794,53882,BANKNIFTY25OCT61500CE,"BANKNIFTY",0,2025-10-28,61500,0.05,35,CE,NFO-OPT,NFO,2025-10-28
13614338,53181,BANKNIFTY25OCT58500CE,"BANKNIFTY",0,2025-10-28,58500,0.05,35,CE,NFO-OPT,NFO,2025-10-28
13622018,53211,BANKNIFTY25OCT59100CE,"BANKNIFTY",0,2025-10-28,59100,0.05,35,CE,NFO-OPT,NFO,2025-10-28
13753090,53723,BANKNIFTY25OCT60000PE,"BANKNIFTY",0,2025-10-28,60000,0.05,35,PE,NFO-OPT,NFO,2025-10-28
13559298,52966,BANKNIFTY25OCT52600CE,"BANKNIFTY",0,2025-10-28,52600,0.05,35,CE,NFO-OPT,NFO,2025-10-28
13561602,52975,BANKNIFTY25OCT53000PE,"BANKNIFTY",0,2025-10-28,53000,0.05,35,PE,NFO-OPT,NFO,2025-10-28
15091714,58952,NIFTY25OCT25600PE,"NIFTY",0,2025-10-28,25600,0.05,75,PE,NFO-OPT,NFO,2025-10-28
13558018,52961,BANKNIFTY25OCT52300PE,"BANKNIFTY",0,2025-10-28,52300,0.05,35,PE,NFO-OPT,NFO,2025-10-28
10937090,42723,NIFTY25O1425850CE,"NIFTY",0,2025-10-14,25850,0.05,75,CE,NFO-OPT,NFO,2025-10-14
15035138,58731,NIFTY25OCT23100PE,"NIFTY",0,2025-10-28,23100,0.05,75,PE,NFO-OPT,NFO,2025-10-28
10908930,42613,NIFTY25O1424050CE,"NIFTY",0,2025-10-14,24050,0.05,75,CE,NFO-OPT,NFO,2025-10-14
13593346,53099,BANKNIFTY25OCT56000PE,"BANKNIFTY",0,2025-10-28,56000,0.05,35,PE,NFO-OPT,NFO,2025-10-28
15095042,58965,NIFTY25OCT25800PE,"NIFTY",0,2025-10-28,25800,0.05,75,PE,NFO-OPT,NFO,2025-10-28
15058434,58822,NIFTY25OCT24600CE,"NIFTY",0,2025-10-28,24600,0.05,75,CE,NFO-OPT,NFO,2025-10-28
10894594,42557,NIFTY25O1423200PE,"NIFTY",0,2025-10-14,23200,0.05,75,PE,NFO-OPT,NFO,2025-10-14
10945282,42755,NIFTY25O1426400CE,"NIFTY",0,2025-10-14,26400,0.05,75,CE,NFO-OPT,NFO,2025-10-14
13585154,53067,BANKNIFTY25OCT54700CE,"BANKNIFTY",0,2025-10-28,54700,0.05,35,CE,NFO-OPT,NFO,2025-10-28
10902530,42588,NIFTY25O1423550PE,"NIFTY",0,2025-10-14,23550,0.05,75,PE,NFO-OPT,NFO,2025-10-14
10913794,42632,NIFTY25O1424350PE,"NIFTY",0,2025-10-14,24350,0.05,75,PE,NFO-OPT,NFO,2025-10-14
13595650,53108,BANKNIFTY25OCT56400CE,"BANKNIFTY",0,2025-10-28,56400,0.05,35,CE,NFO-OPT,NFO,2025-10-28
13587970,53078,BANKNIFTY25OCT55100CE,"BANKNIFTY",0,2025-10-28,55100,0.05,35,CE,NFO-OPT,NFO,2025-10-28
10907650,42608,NIFTY25O1423950PE,"NIFTY",0,2025-10-14,23950,0.05,75,PE,NFO-OPT,NFO,2025-10-14
10924034,42672,NIFTY25O1424950PE,"NIFTY",0,2025-10-14,24950,0.05,75,PE,NFO-OPT,NFO,2025-10-14
13594370,53103,BANKNIFTY25OCT56200PE,"BANKNIFTY",0,2025-10-28,56200,0.05,35,PE,NFO-OPT,NFO,2025-10-28
13754370,53728,BANKNIFTY25OCT60100PE,"BANKNIFTY",0,2025-10-28,60100,0.05,35,PE,NFO-OPT,NFO,2025-10-28
15086082,58930,NIFTY25OCT25300PE,"NIFTY",0,2025-10-28,25300,0.05,75,PE,NFO-OPT,NFO,2025-10-28
13592066,53094,BANKNIFTY25OCT55800CE,"BANKNIFTY",0,2025-10-28,55800,0.05,35,CE,NFO-OPT,NFO,2025-10-28
13605378,53146,BANKNIFTY25OCT57800CE,"BANKNIFTY",0,2025-10-28,57800,0.05,35,CE,NFO-OPT,NFO,2025-10-28
13682178,53446,BANKNIFTY25OCT59500PE,"BANKNIFTY",0,2025-10-28,59500,0.05,35,PE,NFO-OPT,NFO,2025-10-28
10943746,42749,NIFTY25O1426300CE,"NIFTY",0,2025-10-14,26300,0.05,75,CE,NFO-OPT,NFO,2025-10-14
13355010,52168,NIFTY25OCTFUT,"NIFTY",0,2025-10-28,0,0.1,75,FUT,NFO-FUT,NFO,2025-10-28
13586946,53074,BANKNIFTY25OCT54900CE,"BANKNIFTY",0,2025-10-28,54900,0.05,35,CE,NFO-OPT,NFO,2025-10-28
10917378,42646,NIFTY25O1424500PE,"NIFTY",0,2025-10-14,24500,0.05,75,PE,NFO-OPT,NFO,2025-10-14
13617922,53195,BANKNIFTY25OCT58700CE,"BANKNIFTY",0,2025-10-28,58700,0.05,35,CE,NFO-OPT,NFO,2025-10-28
15080450,58908,NIFTY25OCT24950PE,"NIFTY",0,2025-10-28,24950,0.05,75,PE,NFO-OPT,NFO,2025-10-28
13562882,52980,BANKNIFTY25OCT53200CE,"BANKNIFTY",0,2025-10-28,53200,0.05,35,CE,NFO-OPT,NFO,2025-10-28
13552898,52941,BANKNIFTY25OCT51400PE,"BANKNIFTY",0,2025-10-28,51400,0.05,35,PE,NFO-OPT,NFO,2025-10-28
10955010,42793,NIFTY25O1427150CE,"NIFTY",0,2025-10-14,27150,0.05,75,CE,NFO-OPT,NFO,2025-10-14
10945538,42756,NIFTY25O1426400PE,"NIFTY",0,2025-10-14,26400,0.05,75,PE,NFO-OPT,NFO,2025-10-14
13865474,54162,BANKNIFTY25OCT62000CE,"BANKNIFTY",0,2025-10-28,62000,0.05,35,CE,NFO-OPT,NFO,2025-10-28
15085058,58926,NIFTY25OCT25200PE,"NIFTY",0,2025-10-28,25200,0.05,75,PE,NFO-OPT,NFO,2025-10-28
15087106,58934,NIFTY25OCT25400CE,"NIFTY",0,2025-10-28,25400,0.05,75,CE,NFO-OPT,NFO,2025-10-28
10932226,42704,NIFTY25O1425400PE,"NIFTY",0,2025-10-14,25400,0.05,75,PE,NFO-OPT,NFO,2025-10-14
13597954,53117,BANKNIFTY25OCT56800PE,"BANKNIFTY",0,2025-10-28,56800,0.05,35,PE,NFO-OPT,NFO,2025-10-28
13566978,52996,BANKNIFTY25OCT53800PE,"BANKNIFTY",0,2025-10-28,53800,0.05,35,PE,NFO-OPT,NFO,2025-10-28
13674754,53417,BANKNIFTY25OCT59400CE,"BANKNIFTY",0,2025-10-28,59400,0.05,35,CE,NFO-OPT,NFO,2025-10-28
10936322,42720,NIFTY25O1425750PE,"NIFTY",0,2025-10-14,25750,0.05,75,PE,NFO-OPT,NFO,2025-10-14
13768194,53782,BANKNIFTY25OCT60300PE,"BANKNIFTY",0,2025-10-28,60300,0.05,35,PE,NFO-OPT,NFO,2025-10-28
10928642,42690,NIFTY25O1425200PE,"NIFTY",0,2025-10-14,25200,0.05,75,PE,NFO-OPT,NFO,2025-10-14
13872642,54190,BANKNIFTY25OCT62000PE,"BANKNIFTY",0,2025-10-28,62000,0.05,35,PE,NFO-OPT,NFO,2025-10-28
13592322,53095,BANKNIFTY25OCT55800PE,"BANKNIFTY",0,2025-10-28,55800,0.05,35,PE,NFO-OPT,NFO,2025-10-28
